n,trial,method,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
20,6,MST,3.0759128285326542,0.8988183256939615,0.8342105263157894,0.037565144394221595,2.7632749919759987,0,0.5160024906600251,19,1.0
20,6,kNN,9.343250238177085,0.8246906898111954,0.9315789473684211,0.0868183999723065,3.5359725490467415,21,0.6879746835443035,40,3.037553649605287
20,6,RGG,7.002326458113385,0.8375608562730007,0.9342105263157894,0.09782014398852593,3.4736173749601225,17,0.640631364562118,36,2.276503544950525
20,6,Physarum,12.092983623080375,1.1180432315747668,0.9052631578947368,0.06422507992615586,3.0348938119511693,9,0.5929054054054055,28,3.931510513205688
20,7,MST,3.1149281864525364,1.0077322620917828,0.8236842105263158,0.034446046331436386,2.8698149313725376,0,0.43654708520179364,19,1.0
20,7,kNN,7.377741323505304,0.694647696952266,0.9763157894736842,0.12121441578397243,3.5115624012893982,17,0.6070093457943926,36,2.368510887535905
20,7,RGG,7.271607226092721,0.6863706091294938,0.9763157894736842,0.12988917909041803,3.515646849157206,17,0.6082716049382715,36,2.334438160635111
20,7,Physarum,11.297880971801087,1.0485809127156114,0.9236842105263158,0.08986519890290115,3.0020174710191454,8,0.5741444866920151,27,3.627011698355646
20,8,MST,2.772244508010397,0.688550488510559,0.876315789473684,0.05753995983675721,2.811444466513935,0,0.5841013824884791,19,1.0
20,8,kNN,6.897936880740127,0.5609611813767011,1.0,0.2571513375711968,3.5322174548394214,19,0.6307792207792204,38,2.488213741900668
20,8,RGG,9.821799347933585,0.5846999234365652,0.9789473684210528,0.1758006039485529,3.8315154768929043,31,0.7087878787878785,50,3.5429051512424348
20,8,Physarum,6.449761601070804,0.8682994690316338,0.9184210526315788,0.09451651266812577,2.775207450068309,4,0.5646435452793832,23,2.3265486079724305
20,9,MST,3.300858393971349,0.8201468711347999,0.8684210526315788,0.05431189610560677,2.8273607034554193,0,0.5138386648122393,19,1.0
20,9,kNN,8.873368614442379,0.6136349980535709,0.9921052631578947,0.36705937466031013,3.5707616493249703,20,0.5888198757763972,39,2.688200327117516
20,9,RGG,8.365842700172898,0.6561204103384143,0.976315789473684,0.16589739427668473,3.5895604645765453,20,0.5662011173184356,39,2.5344445903684263
20,9,Physarum,8.23296967284273,0.9882371299703734,0.9263157894736841,0.0901564939140032,2.795967634730136,4,0.6424843423799582,23,2.494190507499302
20,10,MST,3.0086402100848137,0.768893994311674,0.8447368421052632,0.040989190706142126,2.8586129478499567,0,0.5260617760617758,19,1.0
20,10,kNN,7.995505717184911,0.6300746442931491,0.9763157894736842,0.13985246426697528,3.584475167843572,20,0.5764851485148517,39,2.6575147438315723
20,10,RGG,10.253571056157483,0.6248550688809238,0.9657894736842104,0.12091808787434087,3.837433651309025,30,0.6852112676056337,49,3.4080416201937402
20,10,Physarum,10.137184406551428,0.9844130433735975,0.8657894736842104,0.043089671150748944,2.9662307436355357,8,0.5488811188811189,27,3.369357483348154
20,11,MST,2.645837178263538,0.8107386298110061,0.8315789473684211,0.03620110166769874,2.8116849124116263,0,0.47643948296122196,19,1.0
20,11,kNN,6.192641101914139,0.7210139275352134,0.968421052631579,0.0951771493169407,3.4855140236234674,18,0.5863478260869563,37,2.340522369550483
20,11,RGG,9.046860796707959,0.6207671808771144,0.9736842105263157,0.149647938382584,3.7971346282534038,30,0.6990304709141273,49,3.41928100150343
20,11,Physarum,8.760691540154237,0.8693953068071848,0.8894736842105262,0.05492374903394867,2.818098337328999,7,0.5370400000000002,26,3.3111226995093768
